%#
%#	X		Y	 Radial velocity    velocity error
%#
  -1.4786493e-01  -7.9639954e-01  -7.8873775e+01   1.1394400e+00
  -1.1506032e+00   3.7162000e-01  -8.6080983e+01   1.3986641e+00
   4.0295878e-01   8.3350917e-01  -8.0638094e+01   1.1980754e+00
   7.3183164e-01  -1.3681271e+00  -7.4841668e+01   1.0738451e+00
  -1.0980202e+01   8.5053096e+00  -8.4647408e+01   1.8366397e+00
  -6.9504939e-01  -6.0874713e-01  -8.2731263e+01   2.4343298e+00
  -4.8404949e-01   3.1525412e-01  -8.6453538e+01   6.5774338e-01
   1.6328018e+00  -1.7245653e+00  -7.3300848e+01   1.5747992e+00
  -6.2264918e-01   1.4328278e-01  -8.5159994e+01   1.1483554e+00
   6.3531120e-01  -4.0160081e-01  -7.5620052e+01   1.1827733e+00
   1.6855204e+00  -4.7060267e-01  -7.6577410e+01   1.2434469e+00
  -4.7950225e-01  -1.5911763e+00  -7.4831574e+01   2.2914970e+00
   1.6623305e+00   5.4934820e+00  -8.0633799e+01   1.7085750e+00
   1.0121926e-01   1.1057243e+00  -8.1419747e+01   1.4799702e+00
